speed,density,Latitude(N),Longitude(E),ExpiryTime,IsNegation,Severity,CauseCode,Sub_CauseCode,Reliability,class
20,103,26.148396,91.731745,2727143,0,4,11,4,31,1
23,89,26.14845,91.731752,4462242,0,3,94,5,80,1
22,94,26.148416,91.731681,2662481,0,1,27,4,98,1
21,98,26.14902,91.731982,5258415,0,4,95,2,47,1
21,98,26.149008,91.73196,7133197,0,2,95,2,44,1
32,49,26.148666,91.732074,8489888,0,4,96,5,23,1
36,31,26.148283,91.732122,1831115,0,1,92,4,39,1
35,36,26.148225,91.732123,1860891,0,3,14,2,79,1
22,94,26.148426,91.731629,5149255,0,3,27,4,80,1
30,58,26.148302,91.731607,4579503,0,1,96,5,31,1
24,85,26.148708,91.732295,9636661,0,1,98,3,30,1
24,85,26.148662,91.732312,2351217,0,2,98,3,99,1
27,71,26.148951,91.731616,7233634,0,1,1,8,8,1
28,67,26.148494,91.73154,8519909,0,1,96,5,37,1
37,27,26.14827,91.732206,3402983,0,4,10,7,65,1
24,85,26.148643,91.732265,4921760,0,2,98,3,16,1
25,80,26.148774,91.732089,7932558,0,2,99,7,8,1
35,36,26.148245,91.732074,3553666,0,1,14,2,27,1
33,45,26.148809,91.731807,3397787,0,1,10,7,39,1
29,62,26.14831,91.731598,1577818,0,2,1,8,9,1
20,103,26.14844,91.731693,7334148,0,4,11,4,89,1
20,103,26.148445,91.731764,7264634,0,1,11,4,22,1
23,89,26.148419,91.73179,9103179,0,1,94,5,69,1
32,49,26.14868,91.732141,1421152,0,3,96,5,46,1
30,58,26.148275,91.731583,2130781,0,2,96,5,90,1
22,94,26.148424,91.731692,8248318,0,4,27,4,10,1
23,89,26.148453,91.731782,6689665,0,1,94,5,80,1
25,80,26.148769,91.73212,6451591,0,4,99,7,22,1
34,40,26.148701,91.731976,8622853,0,4,94,5,27,1
25,80,26.148736,91.732119,6077258,0,2,99,7,18,1
25,80,26.148787,91.732121,1854262,0,1,99,7,21,1
32,49,26.148643,91.732071,4911516,0,4,96,5,97,1
21,98,26.148992,91.731941,7461021,0,3,95,2,36,1
36,31,26.148261,91.732196,6818031,0,3,92,4,46,1
25,80,26.148745,91.732138,3038072,0,4,99,7,18,1
24,85,26.148675,91.732305,3499476,0,4,98,3,14,1
20,103,26.14847,91.73175,6386880,0,1,11,4,23,1
37,27,26.148296,91.732174,3524873,0,2,10,7,69,1
24,85,26.148682,91.732293,1142982,0,2,98,3,8,1
29,62,26.148258,91.731613,2173138,0,3,1,8,97,1
34,40,26.148713,91.731945,9826482,0,4,94,5,81,1
25,80,26.148781,91.732158,7997663,0,3,99,7,49,1
27,71,26.148938,91.7316,5493700,0,3,1,8,11,1
32,49,26.148677,91.732069,9477026,0,2,96,5,68,1
33,45,26.148823,91.731872,3119535,0,2,10,7,78,1
25,80,26.14871,91.732101,8146092,0,4,99,7,51,1
31,53,26.14834,91.731759,2563704,0,1,10,7,15,1
23,89,26.14848,91.731748,9724452,0,4,94,5,59,1
36,31,26.148237,91.732154,1143738,0,4,92,4,88,1
20,103,26.148437,91.731766,1991746,0,3,11,4,54,1
23,89,26.148426,91.731761,3702414,0,4,94,5,44,1
25,80,26.148713,91.732151,8841894,0,1,99,7,77,1
31,53,26.148335,91.731774,5019122,0,4,10,7,44,1
36,31,26.148278,91.73214,6030525,0,2,92,4,54,1
30,58,26.148251,91.731579,6792378,0,1,96,5,8,1
30,58,26.148282,91.73159,5880251,0,1,96,5,74,1
20,103,26.14847,91.731754,8265555,0,2,11,4,3,1
25,80,26.14878,91.732081,3561777,0,2,99,7,26,1
26,76,26.148791,91.73197,5673926,0,4,17,6,68,1
32,49,26.14868,91.732074,3032287,0,3,96,5,94,1
22,94,26.148455,91.731683,8189972,0,2,27,4,37,1
26,76,26.148812,91.731969,6196056,0,1,17,6,34,1
37,27,26.148242,91.732207,5519703,0,3,10,7,53,1
29,62,26.148263,91.731613,4003186,0,1,1,8,86,1
26,76,26.148816,91.73196,7919684,0,4,17,6,25,1
26,76,26.148795,91.732013,2179048,0,3,17,6,7,1
26,76,26.1488,91.732013,5815532,0,2,17,6,84,1
20,103,26.148438,91.731737,6920946,0,1,11,4,4,1
20,103,26.148433,91.731723,4653978,0,2,11,4,34,1
33,45,26.14883,91.731814,5733288,0,4,10,7,4,1
21,98,26.148989,91.731982,2025952,0,2,95,2,48,1
33,45,26.148845,91.73183,8926274,0,1,10,7,85,1
31,53,26.148336,91.731755,3076472,0,1,10,7,70,1
35,36,26.148247,91.732146,5995762,0,1,14,2,96,1
31,53,26.148267,91.731758,9551604,0,4,10,7,38,1
23,89,26.148488,91.731724,5846055,0,2,94,5,7,1
21,98,26.149011,91.731975,6210150,0,3,95,2,47,1
23,89,26.148457,91.731755,3747876,0,1,94,5,10,1
24,85,26.148641,91.732262,5926718,0,1,98,3,64,1
23,89,26.148426,91.731717,2726597,0,1,94,5,82,1
23,89,26.148465,91.731717,6761005,0,4,94,5,19,1
30,58,26.148322,91.731584,8420520,0,1,96,5,58,1
37,27,26.14827,91.732227,6930643,0,3,10,7,75,1
35,36,26.148228,91.732089,9025239,0,4,14,2,65,1
29,62,26.148254,91.731583,3525441,0,4,1,8,61,1
20,103,26.148425,91.731692,3984616,0,3,11,4,85,1
38,22,26.148318,91.732083,4011827,0,4,95,2,9,1
30,58,26.148268,91.73156,3872362,0,4,96,5,0,1
22,94,26.148416,91.731636,6299049,0,3,27,4,87,1
35,36,26.148188,91.732131,7682671,0,1,14,2,47,1
34,40,26.148699,91.731935,8392769,0,3,94,5,33,1
23,89,26.148484,91.731738,8959633,0,3,94,5,63,1
26,76,26.148845,91.731952,9589605,0,4,17,6,57,1
20,103,26.148408,91.731754,3260131,0,4,11,4,40,1
25,80,26.148775,91.732145,3792333,0,1,99,7,2,1
23,89,26.148424,91.731728,6724419,0,1,94,5,25,1
25,80,26.148719,91.732124,3141521,0,3,99,7,33,1
21,98,26.148992,91.731921,9423785,0,4,95,2,66,1
39,18,26.148562,91.731541,6985589,0,4,91,8,24,1
28,67,26.148503,91.731555,3216490,0,3,96,5,98,1
35,36,26.148191,91.732106,1677759,0,1,14,2,20,1
21,98,26.148973,91.731974,8822643,0,2,95,2,75,1
29,62,26.148261,91.731587,2604713,0,1,1,8,1,1
25,80,26.148771,91.732134,9597898,0,3,99,7,62,1
21,98,26.148965,91.731972,6614544,0,2,95,2,29,1
34,40,26.148694,91.731903,5262426,0,3,94,5,2,1
23,89,26.148431,91.731733,5670402,0,1,94,5,70,1
21,98,26.149013,91.73193,7581784,0,2,95,2,61,1
30,58,26.148284,91.731566,6228159,0,3,96,5,75,1
22,94,26.148459,91.731643,1501237,0,1,27,4,51,1
21,98,26.149,91.731985,4048441,0,4,95,2,42,1
29,62,26.148302,91.73164,4063855,0,2,1,8,87,1
29,62,26.148243,91.731583,2347336,0,4,1,8,66,1
22,94,26.148475,91.731683,9574022,0,4,27,4,94,1
20,103,26.148445,91.731761,7295531,0,1,11,4,34,1
31,53,26.148314,91.731753,3452741,0,3,10,7,99,1
38,22,26.148341,91.732088,7071872,0,4,95,2,50,1
39,18,26.148561,91.731566,7443340,0,3,91,8,86,1
32,49,26.148685,91.732081,3799573,0,1,96,5,17,1
37,27,26.148292,91.73223,1239924,0,2,10,7,86,1
24,85,26.148659,91.732261,1579503,0,1,98,3,14,1
36,31,26.148232,91.73214,7846147,0,4,92,4,32,1
29,62,26.148294,91.731646,2309311,0,4,1,8,56,1
22,94,26.148457,91.73165,3428849,0,1,27,4,96,1
21,98,26.148954,91.731973,7880142,0,1,95,2,85,1
28,67,26.148488,91.731564,3175658,0,2,96,5,60,1
23,89,26.148479,91.731748,8951331,0,4,94,5,47,1
20,103,26.148421,91.731742,8993013,0,4,11,4,46,1
22,94,26.148417,91.731639,6876755,0,4,27,4,76,1
28,67,26.148533,91.731538,8913057,0,2,96,5,87,1
28,67,26.148515,91.731589,5907852,0,3,96,5,63,1
27,71,26.148911,91.73162,1627240,0,3,1,8,46,1
31,53,26.148345,91.731775,7411633,0,3,10,7,97,1
30,58,26.148263,91.731592,6084463,0,2,96,5,64,1
21,98,26.149006,91.731973,8586159,0,2,95,2,1,1
20,103,26.148443,91.7317,4813294,0,3,11,4,37,1
33,45,26.148849,91.731819,1658700,0,1,10,7,73,1
29,62,26.148314,91.731617,9147102,0,2,1,8,44,1
24,85,26.14866,91.732287,4269097,0,2,98,3,98,1
23,89,26.148433,91.73174,5444792,0,3,94,5,82,1
29,62,26.148242,91.731623,1321851,0,1,1,8,68,1
32,49,26.148681,91.732125,6528053,0,2,96,5,72,1
25,80,26.148778,91.732105,8944031,0,2,99,7,94,1
30,58,26.148297,91.731598,8417178,0,1,96,5,15,1
29,62,26.148285,91.731641,7479685,0,1,1,8,61,1
30,58,26.148255,91.731571,9301385,0,4,96,5,15,1
26,76,26.14886,91.731968,1533880,0,1,17,6,54,1
31,53,26.148269,91.731753,8565166,0,1,10,7,78,1
26,76,26.148829,91.73199,4980775,0,4,17,6,56,1
34,40,26.14871,91.731957,9848562,0,2,94,5,53,1
34,40,26.148744,91.731913,5996880,0,4,94,5,37,1
22,94,26.148423,91.731653,7093605,0,4,27,4,2,1
29,62,26.148246,91.731654,6887341,0,1,1,8,45,1
29,62,26.148252,91.731633,7727041,0,2,1,8,79,1
34,40,26.148707,91.731952,3467458,0,1,94,5,33,1
26,76,26.148814,91.732007,1674575,0,2,17,6,31,1
30,58,26.148296,91.731564,5131214,0,2,96,5,4,1
23,89,26.148494,91.731716,6097495,0,3,94,5,22,1
22,94,26.148459,91.731665,3542753,0,3,27,4,50,1
30,58,26.148288,91.731549,2896558,0,2,96,5,17,1
20,103,26.148417,91.731719,6125065,0,3,11,4,0,1
24,85,26.148709,91.732282,6051607,0,2,98,3,27,1
26,76,26.148793,91.731984,7524334,0,3,17,6,29,1
21,98,26.149023,91.731954,3690885,0,2,95,2,90,1
21,98,26.148979,91.73199,9702392,0,1,95,2,19,1
20,103,26.148408,91.731747,2108169,0,1,11,4,39,1
34,40,26.148727,91.731902,6462769,0,3,94,5,10,1
23,89,26.148468,91.731712,8282292,0,4,94,5,6,1
29,62,26.148278,91.731623,1644311,0,4,1,8,29,1
26,76,26.148861,91.731948,8161544,0,1,17,6,92,1
34,40,26.148738,91.731908,9370351,0,3,94,5,2,1
30,58,26.148289,91.731603,5677383,0,4,96,5,31,1
25,80,26.148737,91.732106,1808381,0,4,99,7,59,1
29,62,26.148279,91.731599,3822637,0,2,1,8,66,1
33,45,26.148848,91.731867,1954879,0,3,10,7,85,1
24,85,26.148664,91.732271,7696540,0,1,98,3,7,1
34,40,26.148718,91.731961,2075829,0,3,94,5,92,1
32,49,26.148609,91.732122,7832332,0,1,96,5,5,1
23,89,26.148451,91.731784,9853090,0,4,94,5,26,1
35,36,26.148235,91.732081,1781985,0,2,14,2,1,1
32,49,26.148617,91.732089,9390574,0,2,96,5,40,1
22,94,26.148454,91.731633,4247130,0,1,27,4,90,1
38,22,26.148369,91.732145,1046017,0,4,95,2,39,1
20,103,26.148426,91.731693,3620686,0,2,11,4,28,1
25,80,26.148747,91.732092,9961334,0,2,99,7,32,1
20,103,26.148453,91.731729,4045246,0,3,11,4,92,1
37,27,26.148303,91.73221,6161149,0,3,10,7,37,1
20,103,26.148406,91.731751,7105947,0,4,11,4,86,1
20,103,26.148429,91.7317,9006152,0,3,11,4,71,1
24,85,26.14868,91.732272,1506788,0,4,98,3,84,1
22,94,26.148401,91.73166,4064210,0,4,27,4,91,1
25,80,26.148735,91.732132,8925814,0,1,99,7,6,1
26,76,26.148801,91.732023,4462895,0,3,17,6,70,1
27,71,26.148911,91.731602,3825792,0,4,1,8,56,1
20,103,26.148459,91.731724,7685478,0,4,11,4,27,1
28,67,26.148505,91.731607,3776304,0,2,96,5,58,1
30,58,26.148269,91.731557,1840128,0,2,96,5,50,1
23,89,26.148442,91.731766,8107655,0,4,94,5,25,1
37,27,26.148233,91.732166,2940730,0,3,10,7,35,1
22,94,26.148436,91.731682,8826148,0,2,27,4,39,1
24,85,26.148699,91.732322,3866798,0,1,98,3,28,1
23,89,26.148423,91.731726,9495661,0,2,94,5,85,1
24,85,26.148715,91.73228,9335071,0,1,98,3,39,1
38,22,26.148325,91.732109,5920167,0,2,95,2,78,1
37,27,26.148247,91.732217,5065918,0,3,10,7,67,1
24,85,26.148707,91.732303,7952968,0,4,98,3,56,1
28,67,26.148497,91.731547,9907086,0,4,96,5,4,1
36,31,26.148234,91.732128,9711821,0,3,92,4,13,1
24,85,26.148648,91.732264,9017674,0,4,98,3,4,1
20,103,26.148405,91.731727,5790953,0,3,11,4,21,1
31,53,26.14831,91.731721,5993462,0,4,10,7,86,1
22,94,26.148405,91.731673,5123029,0,4,27,4,51,1
28,67,26.148537,91.731605,3579319,0,3,96,5,74,1
22,94,26.148458,91.731674,2339581,0,1,27,4,37,1
21,98,26.149027,91.731932,3488995,0,3,95,2,9,1
26,76,26.148845,91.731948,5844679,0,4,17,6,100,1
20,103,26.148391,91.731732,9081573,0,1,11,4,14,1
26,76,26.14882,91.731997,8517832,0,1,17,6,85,1
36,31,26.148309,91.73217,2323289,0,1,92,4,89,1
31,53,26.148301,91.731769,2634473,0,2,10,7,10,1
23,89,26.148452,91.731782,9045640,0,1,94,5,87,1
31,53,26.148303,91.731753,3582384,0,3,10,7,15,1
33,45,26.148799,91.731827,6456305,0,4,10,7,98,1
30,58,26.148323,91.73158,5299105,0,3,96,5,11,1
34,40,26.148728,91.731954,2159602,0,2,94,5,67,1
33,45,26.14884,91.731836,6559894,0,2,10,7,29,1
21,98,26.148969,91.731988,7340103,0,3,95,2,18,1
33,45,26.148784,91.731864,9813943,0,1,10,7,13,1
29,62,26.148307,91.731656,7041199,0,1,1,8,80,1
32,49,26.148653,91.732114,4861400,0,1,96,5,53,1
20,103,26.148402,91.731704,8400130,0,3,11,4,75,1
36,31,26.148237,91.732169,7835765,0,3,92,4,35,1
27,71,26.148944,91.731613,2077955,0,2,1,8,19,1
30,58,26.148307,91.731548,7151425,0,3,96,5,4,1
24,85,26.1487,91.732277,3124723,0,4,98,3,44,1
25,80,26.148732,91.732085,3586794,0,4,99,7,49,1
22,94,26.14845,91.731642,5405526,0,2,27,4,94,1
25,80,26.148742,91.7321,3861019,0,3,99,7,2,1
26,76,26.148826,91.732015,2479695,0,3,17,6,2,1
29,62,26.148251,91.731591,1929713,0,2,1,8,59,1
31,53,26.148319,91.731742,7725719,0,1,10,7,30,1
28,67,26.148496,91.731613,9689293,0,2,96,5,37,1
22,94,26.148462,91.73163,6670288,0,4,27,4,91,1
27,71,26.148898,91.731649,7687196,0,1,1,8,54,1
30,58,26.148273,91.731561,4187335,0,2,96,5,14,1
31,53,26.148281,91.731769,4908411,0,4,10,7,6,1
35,36,26.148245,91.73207,8798070,0,1,14,2,33,1
22,94,26.148406,91.731665,1287866,0,1,27,4,11,1
27,71,26.148928,91.731613,8601301,0,1,1,8,28,1
24,85,26.148711,91.732328,9833094,0,4,98,3,77,1
24,85,26.148672,91.732288,5829518,0,3,98,3,60,1
22,94,26.148411,91.73169,8990401,0,4,27,4,21,1
27,71,26.148909,91.731618,5671576,0,4,1,8,72,1
26,76,26.148843,91.732004,3174802,0,1,17,6,93,1
27,71,26.148907,91.7316,3709519,0,3,1,8,21,1
20,103,26.148464,91.731725,7770746,0,1,11,4,37,1
30,58,26.148299,91.731606,9158497,0,1,96,5,5,1
24,85,26.148688,91.732267,1323513,0,2,98,3,76,1
36,31,26.14831,91.732168,1203681,0,3,92,4,72,1
22,94,26.148412,91.731658,3091952,0,1,27,4,6,1
25,80,26.148787,91.732144,7619449,0,4,99,7,93,1
25,80,26.148785,91.732119,9807780,0,1,99,7,45,1
26,76,26.14883,91.731946,7418062,0,4,17,6,35,1
20,103,26.148444,91.731691,7080489,0,3,11,4,6,1
33,45,26.148807,91.731867,1166626,0,2,10,7,64,1
20,103,26.148403,91.731702,7678555,0,4,11,4,86,1
22,94,26.148438,91.731686,5279464,0,4,27,4,73,1
30,58,26.148327,91.731611,9110571,0,4,96,5,87,1
32,49,26.148626,91.732104,3028167,0,4,96,5,53,1
30,58,26.148319,91.731549,1629694,0,4,96,5,34,1
24,85,26.148665,91.732275,2171071,0,3,98,3,16,1
26,76,26.148815,91.73196,3948036,0,2,17,6,47,1
22,94,26.148467,91.731685,1019460,0,2,27,4,15,1
33,45,26.148841,91.731828,1655834,0,2,10,7,18,1
22,94,26.148479,91.73169,9550331,0,1,27,4,66,1
21,98,26.14897,91.731945,3950679,0,3,95,2,47,1
27,71,26.148929,91.731621,7098220,0,3,1,8,8,1
22,94,26.148439,91.731655,1026600,0,3,27,4,34,1
speed,density,Latitude(N),Longitude(E),ExpiryTime,IsNegation,Severity,CauseCode,Sub_CauseCode,Reliability,class
22,94,26.148429,91.731675,4531655,0,4,27,4,56,2
22,94,26.148423,91.731667,8248318,0,3,27,4,53,2
36,31,26.148282,91.732171,8327678,1,1,92,4,98,2
33,45,26.148848,91.731867,1954879,0,4,10,7,85,2
31,53,26.148317,91.731725,1519764,0,3,10,7,83,2
27,71,26.148894,91.731589,8990292,1,2,1,8,21,2
33,45,26.148829,91.731862,5372500,0,4,10,7,35,2
22,94,26.148443,91.731649,8464719,0,3,27,4,97,2
23,89,26.148426,91.731761,3702414,1,4,94,5,44,2
26,76,26.148826,91.732015,2479695,0,3,17,6,11,2
20,103,26.148417,91.731714,5634380,1,1,11,4,79,2
28,67,26.148497,91.73159,4981614,1,3,96,5,41,2
27,71,26.148909,91.731618,1561556,0,4,1,8,72,2
27,71,26.148947,91.731582,9204278,0,3,1,8,94,2
36,31,26.148309,91.732162,1999282,0,3,92,4,76,2
21,98,26.149013,91.73193,3855856,0,2,95,2,61,2
32,49,26.148642,91.732116,3587004,0,2,96,5,16,2
21,98,26.149021,91.731962,4374272,0,1,95,2,95,2
25,80,26.148783,91.732118,7439468,1,4,99,7,2,2
28,67,26.148473,91.731606,8356116,0,1,96,5,38,2
32,49,26.148653,91.732114,4861400,0,2,96,5,53,2
22,94,26.148409,91.731677,2810811,0,3,27,4,59,2
20,103,26.14844,91.731728,9273555,0,3,11,4,39,2
26,76,26.148862,91.731946,5144558,0,1,17,6,39,2
27,71,26.148895,91.731601,5671576,0,4,1,8,24,2
26,76,26.148817,91.73197,6911213,1,4,17,6,58,2
24,85,26.148648,91.732264,6381186,0,4,98,3,4,2
32,49,26.148685,91.732081,7222469,0,1,96,5,17,2
25,80,26.148741,91.732104,8858648,0,3,99,7,18,2
38,22,26.148318,91.732083,4011827,1,4,95,2,9,2
23,89,26.148471,91.731725,5903020,0,3,94,5,52,2
26,76,26.148856,91.731986,5286637,0,3,17,6,51,2
25,80,26.148727,91.732128,9175536,1,2,99,7,97,2
23,89,26.148456,91.731722,5906981,0,1,94,5,64,2
25,80,26.148733,91.732106,8109351,0,1,99,7,11,2
24,85,26.148706,91.732271,8496603,0,3,98,3,90,2
21,98,26.148998,91.731946,5116734,0,2,95,2,90,2
25,80,26.148759,91.732148,9934586,0,1,99,7,80,2
33,45,26.148789,91.731836,8926274,0,2,10,7,82,2
21,98,26.149019,91.731921,1737017,0,4,95,2,99,2
28,67,26.148485,91.73159,7178949,1,3,96,5,69,2
22,94,26.148436,91.731682,8826148,1,2,27,4,39,2
27,71,26.148911,91.731602,3825792,1,4,1,8,56,2
31,53,26.148308,91.731755,4306368,0,1,10,7,54,2
33,45,26.148853,91.731856,4985860,0,4,10,7,45,2
20,103,26.14843,91.731734,2803812,0,2,11,4,69,2
20,103,26.148405,91.731747,5243604,1,3,11,4,51,2
25,80,26.148721,91.732128,3082782,0,1,99,7,11,2
24,85,26.148713,91.732266,5435147,0,3,98,3,19,2
27,71,26.14888,91.731643,7463493,0,1,1,8,76,2
26,76,26.148837,91.732012,7116100,1,3,17,6,75,2
23,89,26.148453,91.731771,1343040,0,4,94,5,29,2
20,103,26.148407,91.731754,3246718,0,3,11,4,64,2
31,53,26.148274,91.731773,9856360,0,2,10,7,77,2
29,62,26.148295,91.731591,7203490,0,2,1,8,18,2
34,40,26.148694,91.731903,5262426,0,1,94,5,2,2
30,58,26.148264,91.731593,2438311,0,2,96,5,56,2
26,76,26.148801,91.731994,8051922,0,3,17,6,34,2
26,76,26.148801,91.732023,4462895,1,3,17,6,70,2
31,53,26.148314,91.731753,9924260,0,3,10,7,99,2
28,67,26.14849,91.731552,9274288,0,3,96,5,61,2
23,89,26.148465,91.731724,1683123,0,2,94,5,8,2
33,45,26.148803,91.731852,6164116,0,1,10,7,29,2
28,67,26.148526,91.731592,2852293,0,1,96,5,84,2
35,36,26.148215,91.732125,4515206,0,1,14,2,83,2
21,98,26.149001,91.731952,5787011,1,1,95,2,30,2
20,103,26.148409,91.731753,2769522,0,1,11,4,51,2
27,71,26.148908,91.73164,5457283,0,2,1,8,55,2
29,62,26.148294,91.731622,6054847,1,1,1,8,6,2
29,62,26.14831,91.731585,9314092,0,4,1,8,86,2
29,62,26.148315,91.731591,8236261,0,1,1,8,70,2
20,103,26.148406,91.731751,7105947,1,4,11,4,86,2
24,85,26.148683,91.732329,9051937,1,4,98,3,69,2
24,85,26.148666,91.732273,6353610,0,1,98,3,82,2
20,103,26.148398,91.731696,2218613,1,3,11,4,66,2
28,67,26.14854,91.731542,7882444,0,2,96,5,40,2
28,67,26.14848,91.731538,9376965,0,4,96,5,4,2
30,58,26.148307,91.731555,9110571,0,2,96,5,24,2
20,103,26.148408,91.731754,7957265,0,4,11,4,40,2
28,67,26.148498,91.731563,3175658,0,3,96,5,35,2
21,98,26.148955,91.731919,7657903,0,4,95,2,4,2
22,94,26.148441,91.731673,9033969,0,1,27,4,58,2
30,58,26.148268,91.731579,3706447,0,2,96,5,73,2
25,80,26.148734,91.73213,3821025,1,3,99,7,71,2
31,53,26.148322,91.731765,5241507,0,3,10,7,46,2
33,45,26.148838,91.731871,1373254,0,1,10,7,61,2
27,71,26.148909,91.731588,1223812,0,3,1,8,67,2
26,76,26.14886,91.731968,1533880,0,3,17,6,54,2
28,67,26.14849,91.731603,3370883,0,4,96,5,43,2
24,85,26.148701,91.732312,7118432,0,3,98,3,21,2
28,67,26.148519,91.731559,7784525,0,2,96,5,39,2
26,76,26.14883,91.732019,6889951,1,1,17,6,73,2
22,94,26.14846,91.731649,8567481,0,4,27,4,41,2
38,22,26.148328,91.732122,7947135,0,1,95,2,60,2
32,49,26.148615,91.732098,1286346,1,4,96,5,96,2
23,89,26.148439,91.731778,3038292,1,2,94,5,42,2
21,98,26.149008,91.731943,4450342,0,3,95,2,51,2
21,98,26.149027,91.731932,3488995,1,3,95,2,9,2
29,62,26.148295,91.731579,4063855,0,2,1,8,24,2
38,22,26.148308,91.732098,1001315,0,1,95,2,31,2
25,80,26.148742,91.732145,6524308,0,1,99,7,84,2
21,98,26.149027,91.731925,5015153,1,3,95,2,38,2
27,71,26.148887,91.731626,3505867,1,4,1,8,82,2
20,103,26.148435,91.731745,9860118,0,4,11,4,9,2
24,85,26.148639,91.732263,9659951,0,3,98,3,60,2
27,71,26.148913,91.731644,5190534,1,3,1,8,52,2
36,31,26.148276,91.732135,3424293,0,2,92,4,72,2
23,89,26.148436,91.731765,1390745,0,2,94,5,86,2
22,94,26.148455,91.731683,8189972,0,1,27,4,37,2
31,53,26.148267,91.731758,9551604,0,4,10,7,38,2
21,98,26.148985,91.731964,2139535,0,3,95,2,48,2
26,76,26.148803,91.731957,7193392,0,2,17,6,78,2
26,76,26.14883,91.731946,7418062,1,4,17,6,35,2
23,89,26.148468,91.731712,8951331,0,4,94,5,6,2
26,76,26.148804,91.732002,3842687,0,3,17,6,8,2
27,71,26.148909,91.731634,9257637,1,4,1,8,49,2
20,103,26.148408,91.731747,2108169,0,1,11,4,27,2
31,53,26.148303,91.731725,3436492,0,1,10,7,41,2
35,36,26.148247,91.732146,4852676,0,1,14,2,96,2
26,76,26.148835,91.731984,7428799,0,2,17,6,100,2
30,58,26.14829,91.731594,2169531,1,1,96,5,75,2
33,45,26.148841,91.731828,1655834,0,4,10,7,18,2
32,49,26.148622,91.732083,9509796,0,2,96,5,11,2
21,98,26.149,91.731989,1326084,0,3,95,2,41,2
24,85,26.148636,91.73233,6882170,0,2,98,3,28,2
27,71,26.148918,91.731625,6731555,0,2,1,8,81,2
28,67,26.148541,91.731581,9689293,0,2,96,5,23,2
38,22,26.148341,91.732088,7071872,0,4,95,2,97,2
22,94,26.148479,91.73169,9550331,0,1,27,4,16,2
27,71,26.148928,91.731575,4864977,0,2,1,8,15,2
30,58,26.148281,91.731606,1302079,1,3,96,5,87,2
22,94,26.148458,91.731678,4997735,1,4,27,4,57,2
20,103,26.148462,91.731755,4721090,0,3,11,4,93,2
25,80,26.14871,91.732101,8146092,0,2,99,7,51,2
34,40,26.148694,91.731943,8630635,0,1,94,5,37,2
22,94,26.148462,91.73163,2782013,0,4,27,4,91,2
21,98,26.148957,91.731918,5734623,0,4,95,2,75,2
27,71,26.148906,91.731654,6505887,0,3,1,8,32,2
22,94,26.148444,91.731636,8817560,0,1,27,4,76,2
36,31,26.148279,91.732151,6897528,0,3,92,4,50,2
26,76,26.148801,91.732026,2372541,0,1,17,6,98,2
31,53,26.14831,91.731773,2904784,0,3,10,7,89,2
28,67,26.148489,91.73159,8466414,0,4,96,5,27,2
26,76,26.148795,91.732013,2179048,1,3,17,6,7,2
33,45,26.148789,91.73188,4576755,0,3,10,7,36,2
27,71,26.148894,91.731627,8090415,0,2,1,8,54,2
21,98,26.149023,91.731954,3690885,1,2,95,2,90,2
23,89,26.148494,91.731782,8148712,0,2,94,5,87,2
32,49,26.148658,91.73209,4101161,0,4,96,5,83,2
28,67,26.14847,91.731567,9908859,0,3,96,5,93,2
39,18,26.1486,91.731515,2006655,1,3,91,8,97,2
33,45,26.148809,91.731807,5810941,0,1,10,7,39,2
36,31,26.148279,91.73219,6711853,0,2,92,4,26,2
24,85,26.148663,91.732266,1513157,0,3,98,3,23,2
34,40,26.148728,91.731954,2159602,1,2,94,5,67,2
24,85,26.148708,91.732279,1086559,0,2,98,3,32,2
28,67,26.14847,91.731557,3990626,0,4,96,5,52,2
22,94,26.148478,91.731685,4890028,0,3,27,4,66,2
30,58,26.148305,91.731602,2250504,1,3,96,5,18,2
24,85,26.148643,91.732265,4921760,0,2,98,3,27,2
32,49,26.148634,91.732099,8162683,1,4,96,5,88,2
30,58,26.148319,91.731545,2079145,0,4,96,5,51,2
22,94,26.148459,91.731665,3542753,0,3,27,4,50,2
24,85,26.148665,91.732275,2171071,1,3,98,3,16,2
35,36,26.148247,91.7321,8461233,0,3,14,2,80,2
31,53,26.148271,91.731774,6280819,1,2,10,7,88,2
26,76,26.14882,91.731997,7435393,0,1,17,6,85,2
21,98,26.148983,91.73193,7829177,1,2,95,2,86,2
26,76,26.148834,91.732015,7306245,0,2,17,6,68,2
39,18,26.148635,91.731519,5412397,1,4,91,8,16,2
24,85,26.148679,91.7323,5464027,0,2,98,3,52,2
23,89,26.148494,91.731716,6493683,0,3,94,5,22,2
22,94,26.148414,91.731699,3598508,0,3,27,4,39,2
22,94,26.148427,91.731652,9426895,0,2,27,4,24,2
26,76,26.148858,91.731956,1690988,0,3,17,6,41,2
30,58,26.148273,91.731561,4187335,1,2,96,5,14,2
34,40,26.148696,91.7319,3274011,0,4,94,5,53,2
21,98,26.148954,91.731924,1810071,0,2,95,2,22,2
24,85,26.148662,91.732333,1251192,1,2,98,3,70,2
33,45,26.14882,91.731858,8979469,0,3,10,7,35,2
20,103,26.148425,91.731692,3984616,1,3,11,4,85,2
32,49,26.148649,91.732069,3974799,0,4,96,5,48,2
28,67,26.148545,91.731579,6531533,1,3,96,5,36,2
34,40,26.148709,91.731908,2286152,0,3,94,5,0,2
